,state,pc_name,candidate,sex,age,category,party,general_votes,postal_votes,total_votes,total_electors,margin,margin_difference
8347,Chandigarh,CHANDIGARH,PAWAN KUMAR BANSAL,MALE,70.0,GENERAL,INC,184117,101,184218,646729,-46970,
8385,Dadra & Nagar Haveli,Dadra And Nagar Haveli,PATEL NATUBHAI GOMANBHAI,MALE,46.0,ST,BJP,81384,36,81420,250029,-9001,
8391,Dadra & Nagar Haveli,Dadra And Nagar Haveli,DELKAR MOHANBHAI SANJIBHAI,MALE,56.0,ST,IND,90399,22,90421,250029,0,
8395,Daman & Diu,Daman & diu,KETAN DAHYABHAI PATEL,MALE,44.0,GENERAL,INC,27643,12,27655,121740,-9942,
8396,Daman & Diu,Daman & diu,LALUBHAI BABUBHAI PATEL,MALE,63.0,GENERAL,BJP,37586,11,37597,121740,0,
8400,NCT OF Delhi,CHANDNI CHOWK                 ,JAI PRAKASH AGARWAL,MALE,74.0,GENERAL,INC,290689,221,290910,1562283,-228145,
8403,NCT OF Delhi,CHANDNI CHOWK                 ,HARSH VARDHAN,MALE,64.0,GENERAL,BJP,517939,1116,519055,1562283,0,
8428,NCT OF Delhi,NORTH EAST DELHI              ,MANOJ TIWARI,MALE,47.0,GENERAL,BJP,785262,2537,787799,2290492,0,
8430,NCT OF Delhi,NORTH EAST DELHI              ,SHEILA DIKSHIT,FEMALE,81.0,GENERAL,INC,421293,404,421697,2290492,-366102,
8452,NCT OF Delhi,EAST DELHI                    ,ARVINDER SINGH LOVELY,MALE,50.0,GENERAL,INC,304718,216,304934,2039302,-391222,
8454,NCT OF Delhi,EAST DELHI                    ,GAUTAM GAMBHIR,MALE,37.0,GENERAL,BJP,695109,1047,696156,2039302,0,
8479,NCT OF Delhi,NEW DELHI                     ,AJAY MAKAN,MALE,55.0,GENERAL,INC,247429,273,247702,1617470,-256504,
8481,NCT OF Delhi,NEW DELHI                     ,MEENAKASHI LEKHI,FEMALE,51.0,GENERAL,BJP,503157,1049,504206,1617470,0,
8507,NCT OF Delhi,NORTH WEST DELHI              ,GUGAN SINGH,MALE,70.0,SC,AAAP,294662,104,294766,2378995,-553897,
8509,NCT OF Delhi,NORTH WEST DELHI              ,HANS RAJ HANS,MALE,57.0,SC,BJP,847737,926,848663,2378995,0,
8519,NCT OF Delhi,WEST DELHI                    ,PARVESH SAHIB SINGH VERMA,MALE,41.0,GENERAL,BJP,862058,3590,865648,2371644,0,
8521,NCT OF Delhi,WEST DELHI                    ,MAHABAL MISHRA,MALE,64.0,GENERAL,INC,286745,417,287162,2371644,-578486,
8543,NCT OF Delhi,SOUTH DELHI                   ,RAMESH BIDHURI,MALE,57.0,GENERAL,BJP,685789,1225,687014,2067463,0,
8544,NCT OF Delhi,SOUTH DELHI                   ,RAGHAV CHADHA,MALE,30.0,GENERAL,AAAP,319770,201,319971,2067463,-367043,
8573,Lakshadweep,Lakshadweep,MOHAMMED FAIZAL PP,MALE,43.0,ST,NCP,22796,55,22851,55189,0,
8575,Lakshadweep,Lakshadweep,HAMDULLAH SAYEED,MALE,36.0,ST,INC,21980,48,22028,55189,-823,
8578,Puducherry,Puducherry,Dr. NARAYANASAMY KESAVAN,MALE,29.0,GENERAL,AINRC,247844,112,247956,973410,-197025,
8580,Puducherry,Puducherry,Ve. VAITHILINGAM,MALE,68.0,GENERAL,INC,444646,335,444981,973410,0,
