,state,party,votes,total_votes_statewise,split_votes_perc
446,Jharkhand,AJSUP,648277,14961958,4.332835314736213
447,Jharkhand,AMB,8300,14961958,0.05547402285182194
448,Jharkhand,ANC,4121,14961958,0.02754318652679014
449,Jharkhand,APoI,25819,14961958,0.1725643127724326
450,Jharkhand,BHAPRAP,3479,14961958,0.02325230427728777
451,Jharkhand,BHAZS,1527,14961958,0.010205883481293023
452,Jharkhand,BJKD,1842,14961958,0.01231122290277783
453,Jharkhand,BJP,7623987,14961958,50.95581073011968
454,Jharkhand,BLRP,1088,14961958,0.0072717755256364175
455,Jharkhand,BLSD,13047,14961958,0.08720115375273745
456,Jharkhand,BMFP,1206,14961958,0.008060442356541839
457,Jharkhand,BMSM,1864,14961958,0.012458262481421215
458,Jharkhand,BMUP,18007,14961958,0.12035189511960935
459,Jharkhand,BSP,166519,14961958,1.1129492543689803
460,Jharkhand,BYPP,1463,14961958,0.009778131979784999
461,Jharkhand,BaSaPa,2701,14961958,0.018052450087080847
462,Jharkhand,CPI,70843,14961958,0.47348749408332785
463,Jharkhand,CPI(ML)(L),73211,14961958,0.48931429963912476
464,Jharkhand,CPIM,41283,14961958,0.275919769324309
465,Jharkhand,HBP,2373,14961958,0.015860223641852224
466,Jharkhand,HND,4987,14961958,0.0333311990315706
